word,phonetic,translation,tag
人間,にんげん,人，人类,n4
人気,にんき,人气，受欢迎,n4
吹く,ふく,刮风；吹,n4
数,かず,数，数量,n4
世界,せかい,地球，世界，社会,n4
生活,せいかつ,生活,n4
声,こえ,（人或动物发出的）声音；意见，反馈,n4
席,せき,座位，席位,n4
先,さき,顶，尖；前方；先,n4
先に,さきに,之前，以前,n4
先輩,せんぱい,前辈；学长，学姐,n4
草,くさ,草，杂草,n4
送る,おくる,邮寄，发送；派遣；送别；度过,n4
側,がわ,一侧，一方,n4
息子,むすこ,儿子,n4
村,むら,村庄，农村,n4
だめ,だめ,没用；做不到；不可以,n4
卓球,たっきゅう,乒乓球,n4
誰か,だれか,（不确定的指代）某人,n4
探す,さがす,寻找（想要的东西）,n4
弾く,ひく,（用手演奏乐器）弹,n4
暖かい,あたたかい,（天气）暖和的,n4
中学,ちゅうがく,中学；初中,n4
丁寧,ていねい,礼貌；细心周到,n4
貼る,はる,贴，张贴,n4
伝える,つたえる,通知，传达；传授,n4
登る,のぼる,登上,n4
道具,どうぐ,工具,n4
内容,ないよう,内容,n4
濃い,こい,（颜色）深的；浓的；密的,n4
背,せ,身高,n4
病気,びょうき,疾病,n4
負ける,まける,输，不如；难以忍受,n4
封筒,ふうとう,信封,n4
閉まる,しまる,关闭,n4
閉める,しめる,关上（窗户、门等打开的东西）,n4
返す,かえす,归还；翻（过来）,n4
方,かた,……位，……人,n4
方,ほう,方向；方面；（比起来）……还是,n4
漫画,まんが,漫画，连环画,n4
夢,ゆめ,梦；理想；幻想；虚幻,n4
娘,むすめ,女儿；未婚年轻女性,n4
野球,やきゅう,棒球,n4
頼む,たのむ,请求，托付；依靠,n4
履く,はく,穿（鞋、袜）,n4
立てる,たてる,制订；竖起；发出，冒起,n4
立派,りっぱ,优秀的，出色的,n4
涼しい,すずしい,（天气）凉爽的，凉快的,n4
涙,なみだ,眼泪,n4
廊下,ろうか,走廊,n4
会,かい,（表示组织或活动）……会,n4
〜出す,〜だす,……出来；开始……,n4
年生,ねんせい,……年级生,n4
〜方,〜かた,……方法,n4
アナウンサー,announcer,播音员,n4
ある〜,ある〜,某，某个,n4
アルバイト,(ド) Arbeit,兼职，打工,n4
嘘[うそ],うそ,谎言，假话,n4
うまい,うまい,美味的；好的；进展顺利的,n4
ええと,ええと,（犹豫或思考时）啊，嗯,n4
オートバイ,(和) auto＋bicycle,摩托车,n4
おかしい,おかしい,可笑的；奇怪的，可疑的,n4
オフィス,office,办公室，事务所,n4
おる,おる,在,n4
カード,card,卡，卡片,n4
ガム,gum,口香糖,n4
きっと,きっと,一定，必定,n4
クラブ,club,俱乐部；酒吧,n4
ゲーム,game,游戏；比赛,n4
けが,けが,伤，受伤,n4
けれど,けれど,不过，可是,n4
ごみ,ごみ,垃圾,n4
コンサート,concert,音乐会，演奏会,n4
コンピューター,computer,电脑，计算机,n4
サラダ,salad,沙拉,n4
しっかり,しっかり,紧紧地；好好地，牢牢地；坚固，坚强；可靠,n4
しまう,しまう,收拾；做完；停业；非本意的事情发生,n4
ジャム,jam,果酱,n4
スーツ,suit,西装，西服,n4
スーツケース,suitcase,旅行箱，行李箱,n4
スーパーマーケット,supermarket,超市,n4
すっかり,すっかり,完全，全部,n4
そのまま,そのまま,就那样；原封不动,n4
それぞれ,それぞれ,各个，各自，分别,n4
それで,それで,因此，所以；（表示催促）那么，后来,n4
それとも,それとも,或者，还是,n4
それなら,それなら,如果那样的话,n4
それに,それに,而且，还有,n4
だけど,だけど,可是，然而,n4
チェック,check,核对，检查,n4
つもり,つもり,意图，打算,n4
トマト,tomato,西红柿，番茄,n4
どんどん,どんどん,咚咚声；不断地，顺利地,n4
なかなか,なかなか,很，相当；（不）容易，（不）简单,n4
なさる,なさる,做,n4
濡[ぬ]れる,ぬれる,淋湿，弄湿,n4
パソコン,personal computer,（个人）电脑,n4
はっきり,はっきり,清楚；爽快；明确,n4
ハンバーグ,hamburg steak,汉堡牛肉饼，汉堡排,n4
ピアノ,piano,钢琴,n4
びっくり,びっくり,吃惊，吓一跳,n4
ビデオ,video,录像，视频；录像机,n4
ひどい,ひどい,残酷的，过分的；激烈的,n4
へえ,へえ,（惊讶）哦，嘿,n4
ほとんど,ほとんど,大部分；几乎,n4
まだまだ,まだまだ,还，仍,n4
まま,まま,……的样子不变,n4
メニュー,menu,菜单，选单,n4
メロン,melon,哈密瓜，甜瓜,n4
もし,もし,如果，假如,n4
もちろん,もちろん,当然,n4
やはり,やはり,果然；到底还是,n4
やり方,やりかた,做法，方法,n4
よろしい,よろしい,可以，好,n4
レジ,register,收银机；收银台；收银员,n4
愛,あい,爱，爱情，热爱,n4
挨拶,あいさつ,问候，寒暄；致辞,n4
安心,あんしん,放心，安心,n4
安全,あんぜん,安全,n4
案内,あんない,引导，向导；传达；通知，指南,n4
以下,いか,下述，接下来的；以下,n4
意見,いけん,（提）意见；劝告,n4
違い,ちがい,差异，不同,n4
育てる,そだてる,养育，培育，饲养,n4
引き出し,ひきだし,抽屉；提取,n4
引っ越し,ひっこし,搬家,n4
運転,うんてん,驾驶；操作,n4
運転手,うんてんしゅ,司机,n4
雲,くも,云，云彩,n4
営業,えいぎょう,营业，经商,n4
駅員,えきいん,车站工作人员,n4
遠慮,えんりょ,客气；谢绝,n4
汚れる,よごれる,脏,n4
下がる,さがる,下降；后退；退步,n4
花見,はなみ,赏花，特指赏樱花,n4
過ぎる,すぎる,经过；超过；过分,n4
会場,かいじょう,会场,n4
回る,まわる,旋转,n4
壊れる,こわれる,坏，破碎；出故障,n4
格好,かっこう,（人或物的）外观，外表,n4
楽しみ,たのしみ,乐趣；期待,n4
楽しむ,たのしむ,享受；盼望,n4
感じる,かんじる,感到；觉得,n4
慣れる,なれる,习惯，适应；熟悉，熟练；（馴れる）动物亲近人类,n4
缶,かん,（金属制的）罐，桶；罐头,n4
間,あいだ,（两个事物的）中间；时间段；人与人的关系,n4
間に合う,まにあう,赶上，来得及,n4
間違い,まちがい,错误，过错,n4
間違う,まちがう,错；弄错,n4
関係,かんけい,与……有关系；关系,n4
頑張る,がんばる,拼命努力，加油,n4
危険,きけん,危险,n4
喜ぶ,よろこぶ,欢喜，高兴；（「喜んで」の形で）欣然接受,n4
希望,きぼう,希望，期望,n4
機械,きかい,机械，机器,n4
気,き,气，空气；心情；性质,n4
気持ち,きもち,心情，情绪；感觉；舒适（与否）,n4
気分,きぶん,（短暂的）心情，情绪；气氛,n4
起こす,おこす,叫醒；发起，引起,n4
起こる,おこる,发生；发作；产生,n4
技術,ぎじゅつ,技术，工艺,n4
客,きゃく,客人，顾客,n4
逆,ぎゃく,相反，颠倒,n4
久しぶり,ひさしぶり,久违,n4
急,きゅう,突然的；紧急的；陡峭的，角度大的,n4
教科書,きょうかしょ,教科书，课本,n4
胸,むね,胸；心里,n4
驚く,おどろく,吃惊，惊讶,n4
近所,きんじょ,近处，附近,n4
苦い,にがい,（味道）苦的；痛苦的,n4
具合,ぐあい,健康状况；（机器）状态；情况，样子；方便,n4
空く,あく,空；空闲；空缺,n4
空気,くうき,空气；气氛，氛围,n4
君,きみ,（称呼同辈或晚辈，男性用语）你,n4
係,かかり,负责人,n4
形,かたち,形状；样式；形式,n4
携帯電話,けいたいでんわ,手机,n4
経験,けいけん,经验,n4
計画,けいかく,计划，规划,n4
警察,けいさつ,警察；警局,n4
迎える,むかえる,迎接；迎来,n4
決して,けっして,决（不）……,n4
決まる,きまる,决定，规定；一定,n4
決める,きめる,决定，规定；决心；断定,n4
結果,けっか,结果，结局；（好的）结果,n4
血,ち,血,n4
建てる,たてる,盖，建造,n4
研究,けんきゅう,研究,n4
肩,かた,肩膀；上方,n4
見える,みえる,看得见；看起来是,n4
見つかる,みつかる,被找到；被发现,n4
見つける,みつける,找到，发现,n4
見学,けんがく,参观，参观学习,n4
見舞い,みまい,看望，问候,n4
原因,げんいん,（多用于不好的）原因,n4
現在,げんざい,现在，目前；当时,n4
湖,みずうみ,湖,n4
ご〜,ご〜,表示尊敬,n4
光,ひかり,光线，光明；希望,n4
工事,こうじ,施工，工程,n4
幸せ,しあわせ,幸福,n4
港,みなと,港口，码头,n4
硬い,かたい,坚硬的；死板的；紧张的,n4
行う,おこなう,举行，进行,n4
合う,あう,一致；合适；协调,n4
黒板,こくばん,黑板,n4
腰,こし,腰；腰部，下半部,n4
今回,こんかい,这次，这回,n4
今後,こんご,今后，将来,n4
今度,こんど,这次或下次；最近，上次,n4
今夜,こんや,今晚,n4
最近,さいきん,近来，最近,n4
細かい,こまかい,细小的，零碎的；详细的,n4
桜,さくら,樱花，樱花树,n4
参加,さんか,参加,n4
残り,のこり,剩余，残余,n4
残る,のこる,剩下，留下,n4
残念,ざんねん,悔恨，懊悔；遗憾,n4
仕方,しかた,做法，方法,n4
子,こ,孩子；小孩,n4
市,し,市,n4
市民,しみん,市民，城市居民,n4
思い出す,おもいだす,想起，回忆起,n4
枝,えだ,树枝,n4
止める,とめる,使停下；制止,n4
やめる,やめる,停止，放弃，取消；戒掉,n4
試合,しあい,（体育的）比赛,n4
資料,しりょう,资料，材料,n4
歯医者,はいしゃ,牙医,n4
事,こと,事情,n4
事務所,じむしょ,事务所，办事处,n4
似る,にる,相似，像,n4
字,じ,字，文字,n4
寺,てら,寺庙，寺院,n4
時代,じだい,时代，时期,n4
治る,なおる,病愈，痊愈,n4
自信,じしん,自信，信心,n4
自然,しぜん,大自然；自然地,n4
失敗,しっぱい,失败,n4
失礼,しつれい,失礼；离开，退席,n4
写す,うつす,抄；拍照,n4
捨てる,すてる,扔掉；抛弃,n4
社長,しゃちょう,社长,n4
手袋,てぶくろ,手套,n4
手伝い,てつだい,帮忙，帮工,n4
手伝う,てつだう,帮忙，协助,n4
受ける,うける,接受；遭受；参加（考试等）,n4
周り,まわり,周围，四周；附近,n4
拾う,ひろう,拾，捡；打出租车,n4
集まる,あつまる,汇集，集合,n4
集める,あつめる,集合，集中，收集,n4
住所,じゅうしょ,住址，地址,n4
出発,しゅっぱつ,出发，启程,n4
準備,じゅんび,准备，预备,n4
助ける,たすける,帮助，帮忙，救济；救助，救命,n4
傷,きず,伤；瑕疵；缺陷,n4
勝つ,かつ,赢，胜,n4
将来,しょうらい,将来，未来,n4
小説,しょうせつ,小说,n4
床,ゆか,地板，地上,n4
承知,しょうち,知道，明白；答应，同意,n4
焼く,やく,烤；烧,n4
紹介,しょうかい,介绍,n4
乗り換える,のりかえる,换乘,n4
冗談,じょうだん,玩笑，笑话,n4
場合,ばあい,场合，时候，情形,n4
場所,ばしょ,场所，地方,n4
情報,じょうほう,情报，信息,n4
飾る,かざる,装饰，装点,n4
食料品,しょくりょうひん,（特指主食之外的鱼肉类、蔬菜和水果等）食品,n4
寝坊,ねぼう,睡懒觉（的人）,n4
心配,しんぱい,担心；操心,n4
深い,ふかい,深的；浓的；（程度）深的,n4
神社,じんじゃ,神社,n4
親切,しんせつ,亲切，热情,n4
進む,すすむ,前进；进步；进展,n4
人々,ひとびと,人们，很多人,n4
人口,じんこう,人口,n4
尋ねる,たずねる,探索，查明；询问,n4
水泳,すいえい,游泳,n4
世話,せわ,照顾，帮忙,n4
ぜひ,ぜひ,务必，一定,n4
性格,せいかく,性格，脾气,n4
成功,せいこう,成功,n4
星,ほし,星星；星号；明星,n4
正月,しょうがつ,新年，正月,n4
生きる,いきる,生存；生活,n4
生産,せいさん,生产，制造,n4
昔,むかし,过去，以前,n4
石,いし,石头，石子,n4
説明,せつめい,说明，解释,n4
専門,せんもん,专业，专门,n4
線,せん,线，线条,n4
全て,すべて,一切，所有，全部,n4
全然,ぜんぜん,完全（不），根本（不）,n4
相談,そうだん,商量，商议，征求意见,n4
増える,ふえる,增加，增多,n4
贈り物,おくりもの,礼物,n4
足りる,たりる,足够；值得,n4
続く,つづく,继续，持续；接连发生；接着，跟着,n4
続ける,つづける,继续，连续,n4
卒業,そつぎょう,毕业,n4
多く,おおく,很多；多半,n4
打つ,うつ,碰，撞；拍，打；感动,n4
代わる,かわる,（替）代；代（表）,n4
大事,だいじ,重要；珍惜，保重；大事，重大问题,n4
大人しい,おとなしい,老实的，听话的；素雅的,n4
大体,だいたい,概要；大致；本来,n4
値段,ねだん,价格,n4
知らせ,しらせ,通知，告示,n4
知らせる,しらせる,通知,n4
地,ち,大地，土地；场所,n4
恥ずかしい,はずかしい,害羞的，难为情的，惭愧的,n4
遅れる,おくれる,迟到；进展慢,n4
着物,きもの,和服,n4
中心,ちゅうしん,中心；重要之处,n4
注意,ちゅうい,注意，留神；提醒，警告,n4
虫,むし,虫子,n4
調べる,しらべる,查，调查,n4
長,ちょう,长……，远……,n4
直す,なおす,修改，改正；重新做,n4
直る,なおる,改正；修好,n4
通り,とおり,大街，马路；来往；流通；一样，同样,n4
通る,とおる,通过，走过，穿过；合格；得到承认,n4
点,てん,点；标点；分数；方面；……件,n4
田,た,田，稻田,n4
途中,とちゅう,途中；中途,n4
都合,つごう,方便（与否）；情况,n4
土産,みやげ,特产，土特产,n4
怒る,おこる,发怒；骂，训斥,n4
倒れる,たおれる,绊倒，倒下,n4
島,しま,岛，岛屿,n4
投げる,なげる,扔，投；提出；放弃,n4
盗む,ぬすむ,偷盗，偷窃,n4
湯,ゆ,开水，热水；洗澡水；温泉,n4
当たる,あたる,打中，命中；撞上；猜中；相当于,n4
当てる,あてる,碰，撞；命中；猜（中）；晒,n4
逃げる,にげる,逃跑；逃避,n4
動く,うごく,动，活动，开动；移动；动摇,n4
動物園,どうぶつえん,动物园,n4
特に,とくに,特别,n4
特急,とっきゅう,火速；特快列车,n4
特別,とくべつ,特别，特殊,n4
届ける,とどける,送，送到；申报,n4
匂い,におい,气味,n4
日記,にっき,日记,n4
入り口,いりぐち,入口,n4
入院,にゅういん,住院,n4
入学,にゅうがく,入学,n4
熱,ねつ,热度；发烧,n4
熱心,ねっしん,热心，热情,n4
売り場,うりば,卖场，柜台,n4
売れる,うれる,畅销；知名,n4
泊まる,とまる,住宿；（船）靠岸,n4
反対,はんたい,相反；反对,n4
悲しい,かなしい,悲伤的，伤心的,n4
比べる,くらべる,比较，对照,n4
美しい,うつくしい,美丽的；美好的,n4
美術館,びじゅつかん,美术馆,n4
必ず,かならず,一定，必定,n4
必要,ひつよう,必要，必需,n4
表,おもて,表面，正面,n4
品物,しなもの,商品,n4
瓶,びん,瓶子,n4
不便,ふべん,不便，不方便,n4
怖い,こわい,可怕的，令人害怕的,n4
普通,ふつう,一般，普通,n4
父親,ちちおや,父亲,n4
部長,ぶちょう,部长，处长,n4
腹,はら,肚子，肠胃,n4
複雑,ふくざつ,复杂,n4
払う,はらう,支付；拂去,n4
分ける,わける,分开，划分，分类；分配,n4
文,ぶん,文章；句子,n4
文化,ぶんか,文化,n4
文章,ぶんしょう,文章，作品,n4
聞こえる,きこえる,听得见，听到；听起来觉得……,n4
米,こめ,稻米，大米,n4
壁,かべ,墙壁；障碍，隔阂,n4
別,べつ,区别；另外，除外,n4
別れる,わかれる,离别；分手，离婚,n4
変,へん,奇怪，异常,n4
変える,かえる,改变，变更,n4
変わる,かわる,改变，变化；不同寻常；［他動］更换座位、住址、所属单位等,n4
片付ける,かたづける,收拾好，整理好；处理好,n4
辺り,あたり,附近；（あたり）大约,n4
暮らす,くらす,生活，度日,n4
包む,つつむ,包；包围，笼罩,n4
方向,ほうこう,方向；方针,n4
方法,ほうほう,方法,n4
訪ねる,たずねる,访问，拜访,n4
亡くなる,なくなる,亡故，去世,n4
忘れ物,わすれもの,遗忘的东西，遗失品,n4
味,あじ,味道；趣味,n4
眠い,ねむい,有睡意的，犯困的,n4
眠る,ねむる,睡着，睡觉；长眠；闲置,n4
無くなる,なくなる,丢失；用完；消失,n4
無理,むり,不合理；勉强，难以办到；强行,n4
命,いのち,生命；寿命；命根子，最宝贵的东西,n4
迷う,まよう,迷，迷失；犹豫；迷恋,n4
戻る,もどる,回来，返回；恢复,n4
約束,やくそく,约定；规则,n4
予定,よてい,预定，计划,n4
予約,よやく,预约，预订,n4
用,よう,事情；用途，……用,n4
用意,ようい,准备，预备,n4
用事,ようじ,（必须做的）事，事情,n4
落ちる,おちる,掉落；降低；不及格,n4
落とす,おとす,使落下；遗失；弄掉,n4
利用,りよう,利用，使用,n4
理由,りゆう,理由；借口,n4
裏,うら,背面；内幕，背后,n4
流れる,ながれる,流，流动；传开；流逝,n4
留守,るす,不在家,n4
旅館,りょかん,日式宾馆,n4
両方,りょうほう,两者，双方,n4
料金,りょうきん,使用费,n4
力,ちから,力气；精力；能力；效力；权力,n4
例,れい,例子,n4
例えば,たとえば,例如，假设,n4
礼,れい,礼貌；行礼；感谢，谢意，谢礼,n4
歴史,れきし,历史,n4
連絡,れんらく,联系，联络,n4
腕,うで,手臂；本领，技能,n4
エスカレーター,escalator,电动扶梯,n4
おしゃべり,おしゃべり,喋喋不休（的人）；聊天,n4
グループ,group,群，组，集团，伙伴,n4
クレジットカード,credit card,信用卡,n4
これまで,これまで,至今，迄今；到此为止,n4
サービス,service,服务；接待；打折或附带赠品,n4
サイン,sign,签名；信号，暗号,n4
シーズン,season,季节；好时节,n4
しゃべる,しゃべる,说；喋喋不休,n4
ジョギング,jogging,跑步，慢跑,n4
スイッチ,switch,开关,n4
ソース,sauce,沙司，酱料，调味汁,n4
タオル,towel,毛巾,n4
だって,だって,（对对方的话或之前提到的事情表示反对）可是；即使；听说；因为,n4
チャンス,chance,机会，良机,n4
ちゃんと,ちゃんと,整齐；好好地,n4
デート,date,日期；约会,n4
ドライブ,drive,开车远游，兜风,n4
にこにこ,にこにこ,笑眯眯,n4
ネックレス,necklace,项链,n4
ペット,pet,宠物,n4
ホーム,home,家；疗养院，招待所,n4
ホームページ,homepage,主页,n4
ポスター,poster,招贴，广告画，海报,n4
全く,まったく,完全；实在，简直；完全（不）,n4
マナー,manner,礼貌，礼节，规矩,n4
ルール,rule,规则，制度,n4
レベル,level,水平，水准,n4
ロボット,robot,机器人；自动装置,n4
握る,にぎる,握；掌握，抓住；捏（饭团、寿司等）,n4
以来,いらい,以来，以后,n4
位置,いち,位置；位于,n4
一生,いっしょう,一生，一辈子,n4
一部,いちぶ,一部分；一册,n4
一方,いっぽう,一个方向；一个；一直,n4
映る,うつる,映；映像,n4
奥,おく,里头，内部，深处；里屋，内宅,n4
何でも,なんでも,不管什么；据说是,n4
可能,かのう,可能,n4
過去,かこ,过去，既往,n4
海岸,かいがん,海岸，海边,n4
外す,はずす,取下，摘下，解开；偏离；除名,n4
確認,かくにん,确认，证实,n4
楽,らく,舒适；轻松,n4
感謝,かんしゃ,感谢,n4
寄る,よる,靠近；途中经过；聚集,n4
期待,きたい,期待，期望,n4
気づく,きづく,注意到，发觉；清醒过来，苏醒过来,n4
疑問,ぎもん,疑问,n4
急行,きゅうこう,急赴，急忙赶去；快车,n4
距離,きょり,距离；差距,n4
協力,きょうりょく,协力，合作,n4
教育,きょういく,教育，教养,n4
緊張,きんちょう,紧张,n4
苦しい,くるしい,痛苦；困难,n4
繰り返す,くりかえす,反复，重复,n4
景色,けしき,景色，风景,n4
決定,けってい,决定，确定,n4
効果,こうか,效果，功效,n4
行動,こうどう,行动，活动,n4
合わせる,あわせる,合并；配合；核对,n4
差,さ,差；差别，差距,n4
最高,さいこう,最高；最好,n4
最大,さいだい,最大,n4
残す,のこす,留下；遗留,n4
思い出,おもいで,回忆,n4
事件,じけん,事件，案件,n4
似合う,にあう,合适，般配,n4
時間割,じかんわり,时间表，课程表,n4
自身,じしん,自己；本身,n4
自動,じどう,自动,n4
自由,じゆう,自由,n4
謝る,あやまる,道歉，谢罪,n4
手帳,てちょう,笔记本，手册,n4
受付,うけつけ,受理；传达室，问讯处,n4
終える,おえる,做完，完成,n4
少女,しょうじょ,少女,n4
少年,しょうねん,少年,n4
詳しい,くわしい,详细；精通,n4
状態,じょうたい,状态，情形,n4
触る,さわる,碰触，接触,n4
食料,しょくりょう,（主食以外的）食物，食材,n4
信用,しんよう,相信；信誉,n4
唇,くちびる,嘴唇,n4
新幹線,しんかんせん,新干线,n4
身,み,身体；自身；身份,n4
数える,かぞえる,数，计算；列举,n4
正確,せいかく,正确，准确,n4
正直,しょうじき,老实，正直,n4
生年月日,せいねんがっぴ,出生年月日,n4
絶対,ぜったい,绝对；决；决（不）,n4
戦う,たたかう,战斗；比赛；竞争,n4
全体,ぜんたい,所有，整体,n4
組む,くむ,联合，组织，组成；交叉；交叉搭成,n4
相手,あいて,伙伴；对方；（竞争）对手,n4
息,いき,呼吸，气息,n4
他人,たにん,别人；（没有血缘关系的）外人；局外人,n4
体育,たいいく,体育,n4
大勢,おおぜい,许多人，大批人,n4
第一,だいいち,第一，首先；最优秀；最重要,n4
遅刻,ちこく,迟到,n4
仲間,なかま,朋友，伙伴；同类,n4
昼寝,ひるね,午睡，午觉,n4
貯金,ちょきん,存款，储蓄,n4
調子,ちょうし,音调；语气；情况；势头,n4
直接,ちょくせつ,直接,n4
珍しい,めずらしい,少见的，稀罕的,n4
痛み,いたみ,疼痛；悲痛，苦恼,n4
電子,でんし,电子,n4
努力,どりょく,努力,n4
土,つち,土地；土壤；地面,n4
当たり前,あたりまえ,理所当然；普通,n4
到着,とうちゃく,到达，抵达,n4
動かす,うごかす,启动；移动；感动,n4
得意,とくい,擅长，拿手,n4
届く,とどく,收到；够得着,n4
肌,はだ,皮肤；表皮,n4
発見,はっけん,发现,n4
秘密,ひみつ,秘密,n4
品,ひん,物品；品格,n4
不安,ふあん,不安，焦虑,n4
不思議,ふしぎ,不可思议,n4
不満,ふまん,不满，不满意,n4
平日,へいじつ,平常日；非节假日,n4
閉じる,とじる,合上；结束,n4
貿易,ぼうえき,贸易,n4
頬,ほお,脸颊,n4
本物,ほんもの,真货，真人；正式，正规,n4
無事,ぶじ,平安，太平无事,n4
命令,めいれい,命令,n4
輸出,ゆしゅつ,输出，出口,n4
輸入,ゆにゅう,进口,n4
友人,ゆうじん,友人，朋友,n4
誘う,さそう,邀请；引发,n4
流す,ながす,使流走；冲走；传播,n4
冷蔵,れいぞう,冷藏,n4
和,わ,和，和平，和睦；日本，日本式的,n4
和食,わしょく,日式饭菜,n4
〜屋,〜や,从事某种买卖的店或人；具有某种性格的人,n4
組,くみ,……套，……副，……对；……班；……组,n4
〜的,〜てき,像……般的；……（上）的；关于,n4
発,はつ,……出发；……发送；颗，发,n4
部,ぶ,（组织部门）……部；（书、报等）……份；部分,n4
歩,ほ,……步,n4
アイデア,idea,想法，主意,n4
かっこいい,かっこいい,帅气的，潇洒的,n4
ため,ため,有用；由于；为了,n4
宛先,あてさき,收信人的姓名、地址,n4
運ぶ,はこぶ,搬运；来，去；进展,n4
仮名,かな,假名,n4
過ごす,すごす,度过；生活；过度,n4
絵本,えほん,绘本，图画书,n4
救急車,きゅうきゅうしゃ,急救车,n4
減る,へる,减少；饿,n4
自己紹介,じこしょうかい,自我介绍,n4
辞める,やめる,辞职,n4
実は,じつは,其实，说实在的,n4
しまい,しまい,结束,n4
笑顔,えがお,笑脸,n4
進める,すすめる,使前进；推进，前进,n4
にんじん,にんじん,胡萝卜,n4
切れる,きれる,断开；用尽；到期；头脑敏锐,n4
接待,せったい,接待，招待,n4
全〜,ぜん〜,全……，全部……,n4
袋,ふくろ,包，袋,n4
大学院,だいがくいん,研究生院,n4
