word,phonetic,translation,tag
大使館,たいしかん,大使馆,n4
断る,ことわる,拒绝；预先通知,n4
朝寝坊,あさねぼう,早上睡懒觉,n4
通す,とおす,穿过，通过；领进；通过（考试、审议等）,n4
電子レンジ,でんしレンジ,微波炉,n4
動き,うごき,活动；动向,n4
読み方,よみかた,读法，念法,n4
半年,はんとし,半年,n4
別に,べつに,并（不）,n4
母親,ははおや,母亲,n4
戻す,もどす,归还，恢复；使……倒退,n4
夕食,ゆうしょく,晚饭，晚餐,n4
両手,りょうて,双手，两手,n4
雷,かみなり,雷，雷电,n4
チップ,tip,小费,n4
パンツ,pants,裤子；短裤；内裤,n4
マーケット,market,市场；销售市场,n4
レインコート,raincoat,雨衣,n4
愛する,あいする,爱；爱恋；爱好,n4
確か,たしか,确实；好像,n4
恐ろしい,おそろしい,可怕的；惊人的,n4
取れる,とれる,掉下；消除；理解；收获,n4
早起き,はやおき,早起,n4
誕生,たんじょう,诞生；开始，成立,n4
当然,とうぜん,当然，理所当然,n4
名,な,姓名；名称；名声；名义,n4
葉っぱ,はっぱ,叶子,n4
〜力,〜りょく,……力，……能力,n4
いろんな,いろんな,各种各样的,n4
だったら,だったら,那样的话,n4
式,しき,式，仪式；方式，风格,n4
場,ば,场所；场面,n4
生む,うむ,（産）生产，分娩；（生）产生,n4
対,たい,比，对，同,n4
大,だい,大；非常；出色,n4
大〜,おお〜,（数量）多；（程度）甚,n4
番,ばん,轮班顺序；看守，值班,n4
無,む,无，没有,n4
名,めい,名……，著名……；……名,n4
両,りょう,两……；（列车）节,n4
オープン,open,开业；开放,n4
パトカー,patrol car,警车,n4
看護,かんご,看护，护理,n4
エンジニア,engineer,工程师,n4
着付け,きつけ,穿着（和服）,n4
門,もん,大门,n4
彼氏,かれし,男朋友；他,n4
気に入る,きにいる,称心，称意，中意；喜爱，喜欢,n4
第〜,だい〜,第,n4
一員,いちいん,一员，一分子,n4
腕時計,うでどけい,手表，腕表,n4
王,おう,国王；首领,n4
役に立つ,やくにたつ,有用处，有帮助,n4
死,し,死，死亡，去世，逝世,n4
警察官,けいさつかん,警察，警官,n4
体育館,たいいくかん,体育馆,n4
空き缶,あきかん,空罐,n4
折り紙,おりがみ,折纸手工,n4
ファクス,fax,传真；传真机,n4
首になる,くびになる,被解雇,n4
ホーム,platform,站台，月台,n4
やっぱり,やっぱり,果然；到底还是,n4
