word,phonetic,translation,tag
片付く,かたづく,收拾整齐；得到解决,n3
編む,あむ,编织；编辑,n3
捕まえる,つかまえる,抓住；逮捕,n3
暮らし,くらし,生活，度日；生计,n3
報告,ほうこく,报告，汇报,n3
放送,ほうそう,广播，播报,n3
法律,ほうりつ,法律,n3
褒める,ほめる,称赞，夸奖,n3
翻訳,ほんやく,翻译,n3
満員,まんいん,满员；满座；客满,n3
満足,まんぞく,满足，满意；令人满意,n3
無くす,なくす,失去，丧失；消灭，消除,n3
無駄,むだ,徒劳，白费,n3
明日,あす,明天；（近的）将来，以后,n3
迷子,まいご,迷路的孩子；迷路,n3
迷惑,めいわく,麻烦，为难,n3
鳴く,なく,（鸟、虫、兽等）鸣叫，叫,n3
鳴る,なる,（非生物）鸣，响,n3
毛,け,毛；头发,n3
黙る,だまる,沉默，不作声,n3
目の前,めのまえ,眼前，面前；迫在眉睫,n3
目的,もくてき,目的，目标,n3
夜中,よなか,深夜，半夜,n3
油,あぶら,（液态）油,n3
有料,ゆうりょう,收费，需付费,n3
遊園地,ゆうえんち,游乐园,n3
夕飯,ゆうはん,晚饭,n3
予習,よしゅう,预习,n3
様子,ようす,情况；姿态；迹象,n3
用紙,ようし,（特定用途、固定格式的）纸张，表格,n3
葉,は,叶子,n3
踊り,おどり,舞蹈,n3
踊る,おどる,跳舞,n3
冷える,ひえる,变凉，放凉；感觉冷；（关系）变冷淡,n3
列,れつ,列；排列；顺序,n3
列車,れっしゃ,列车，火车,n3
連れる,つれる,带，领,n3
連絡先,れんらくさき,联系地址，联络方式,n3
論文,ろんぶん,论文,n3
ばら,ばら,玫瑰花,n3
〜通り,〜とおり,……种（方法、种类等）,n3
〜通り,〜どおり,按照……；程度,n3
アドバイス,advice,劝告，建议,n3
アナウンス,announce,广播,n3
あれこれ,あれこれ,这个那个，种种,n3
あんまり,あんまり,（不）太……；太……,n3
いつの間にか,いつのまにか,不知什么时候，不知不觉中,n3
イメージ,image,印象，形象,n3
インク,ink,墨水,n3
インタビュー,interview,采访，会见,n3
うっかり,うっかり,不留神，无意中,n3
噂[うわさ],うわさ,在背后议论别人；传闻，风言风语,n3
エプロン,apron,西式围裙,n3
甥[おい],おい,外甥，侄子,n3
オーバー,over,超过；过分，夸张,n3
お辞儀,おじぎ,行礼，鞠躬,n3
おしゃれ,おしゃれ,好修饰，好打扮（的人）,n3
カーブ,curve,转弯处，弯曲,n3
ガイド,guide,导游；指南,n3
カセットテープ,cassette tape,盒式录音磁带,n3
カタログ,catalog,商品目录,n3
がっかり,がっかり,失望，沮丧,n3
カット,cut,切，剪,n3
カバー,cover,套子；弥补,n3
かび,かび,霉,n3
カメラマン,cameraman,摄影师,n3
カロリー,calorie,卡路里；热量,n3
キーボード,keyboard,（电脑，乐器等的）键盘,n3
きちんと,きちんと,好好地，正确，恰当；整齐地,n3
きつい,きつい,强烈的；严厉的；痛苦的；紧，窄小，瘦小的,n3
キャベツ,cabbage,卷心菜,n3
キャンセル,cancel,取消,n3
くしゃみ,くしゃみ,喷嚏,n3
ぐっすり,ぐっすり,酣睡，熟睡,n3
グラウンド,ground,运动场，操场,n3
クラシック,classic,古典；古典的,n3
グラフ,graph,图表,n3
クリーニング,cleaning,（特指）干洗,n3
ケース,case,箱子，盒子；事例,n3
けち,けち,吝啬，小气,n3
コイン,coin,硬币，货币,n3
こうして,こうして,这样；于是,n3
コース,course,路线；课程；套餐,n3
ゴール,goal,终点；球门；目标,n3
コマーシャル,commercial,商业广告,n3
御覧,ごらん,看，请看；试试看,n3
早速,さっそく,马上，迅速,n3
サラリーマン,(和) salary＋man・salaried man,工薪阶层,n3
サングラス,sunglasses,太阳镜，墨镜,n3
サンプル,sample,样品,n3
シーツ,sheet,床单,n3
ジーンズ,jeans,牛仔裤,n3
しゃっくり,しゃっくり,打嗝,n3
スタート,start,出发（点），起点；开始,n3
ストップ,stop,停止，终止；车站,n3
スピーチ,speech,演说，致辞,n3
スピード,speed,速度；快速,n3
セール,sale,大减价,n3
せっかく,せっかく,特地；好不容易，难得,n3
セット,set,一套；布景；做头发；调好,n3
そっくり,そっくり,一模一样；全部,n3
そのうえ,そのうえ,而且，并且,n3
そろう,そろう,整齐，一致；齐备；（人）到齐,n3
だが,だが,（虽然，虽说）……但是，可是,n3
叩[たた]く,たたく,敲打；指责,n3
ついでに,ついでに,顺便，顺手,n3
ついに,ついに,终于；始终（也不）,n3
つかむ,つかむ,抓，抓住；掌握,n3
テーマ,(ド) thema,主题；（论文等的）题目,n3
デザイン,design,样式；设计,n3
デジタル,digital,数码，数字,n3
どうしても,どうしても,怎么也（不）；无论如何,n3
どうせ,どうせ,终归，反正,n3
どきどき,どきどき,（因剧烈运动、恐惧、不安、兴奋、期待等）心脏剧烈跳动,n3
とにかく,とにかく,总之，反正,n3
トラック,truck,卡车,n3
ドラマ,drama,戏剧，电视剧,n3
ドル,dollar,美元；加拿大、澳洲、新西兰等国的货币单位,n3
なお,なお,仍然；更加，还有,n3
撫[な]でる,なでる,抚摸,n3
ノック,knock,敲打，敲,n3
パーセント,percent,百分率，百分比,n3
バイオリン,violin,小提琴,n3
バケツ,bucket,水桶,n3
ハンドル,handle,方向盘；把手,n3
パンフレット,pamphlet,小册子,n3
ビジネス,business,商务，生意,n3
ビタミン,vitamin,维生素,n3
ぴったり,ぴったり,紧密；合适；准确无误,n3
ビデオカメラ,video camera,摄像机,n3
ファッション,fashion,流行，时尚,n3
ファン,fan,风扇；粉丝,n3
ぶつかる,ぶつかる,碰撞；冲突；遇到,n3
ぶつける,ぶつける,投掷；撞上；发泄,n3
フライパン,frypan,平底锅，煎锅,n3
ブラシ,brush,刷子,n3
プラス,plus,加；加号；正数；正极；有用；阳性；盈利,n3
プラスチック,plastic,塑料,n3
フランス,France,法国,n3
プリント,print,印刷品；打印,n3
ブレーキ,brake,刹车；制止,n3
プログラム,program,节目单；计划表；（电脑）程序,n3
ベランダ,veranda,阳台,n3
マーク,mark,记号，标志；商标,n3
まあまあ,まあまあ,好了好了；过得去，勉强,n3
または,または,或，或者,n3
まとめる,まとめる,汇集，归纳；商定，谈妥,n3
まぶしい,まぶしい,耀眼的，晃眼的；光彩夺目的,n3
マフラー,muffler,围巾；（车的）消音器,n3
ママ,mamma・mama,（儿童用语）妈妈；女掌柜，妈妈桑,n3
まるで,まるで,简直，好像；完全（不）,n3
めでたい,めでたい,值得祝贺的；圆满的,n3
メンバー,member,成员，分子,n3
もともと,もともと,原来，本来,n3
ユーモア,humor,幽默，诙谐,n3
ようこそ,ようこそ,热烈欢迎,n3
ようやく,ようやく,总算,n3
ラッシュアワー,rush hour,（上下班）高峰时间,n3
ランチ,lunch,午餐,n3
リサイクル,recycle,（废品）再利用,n3
リスト,list,名单；一览表,n3
ロッカー,locker,衣帽柜，存放柜,n3
ロビー,lobby,大堂，门厅,n3
ワンピース,one-piece,连衣裙,n3
暗記,あんき,背诵,n3
案外,あんがい,意外，出乎意料,n3
以降,いこう,以后，之后,n3
囲む,かこむ,包围,n3
意外,いがい,出乎意料,n3
意志,いし,意志，志向,n3
意識,いしき,神智；意识,n3
移動,いどう,移动，转移,n3
胃,い,胃,n3
医師,いし,医生,n3
育つ,そだつ,发育，生长,n3
一人一人,ひとりひとり,每个人，各自,n3
一度に,いちどに,同时，一下子,n3
一般,いっぱん,一般，普遍,n3
一流,いちりゅう,第一流，最好的,n3
印刷,いんさつ,印刷,n3
印象,いんしょう,印象,n3
引き受ける,ひきうける,承担，接受；保证,n3
引っ張る,ひっぱる,拉，拽；拉拢；硬拉,n3
院生,いんせい,研究生,n3
隠す,かくす,隐藏；掩饰,n3
餌,えさ,饵食；诱饵,n3
影,かげ,影子；映像,n3
栄養,えいよう,营养,n3
液体,えきたい,液体，液态,n3
延ばす,のばす,延长（距离）；拖延（时间）,n3
演奏,えんそう,演奏,n3
猿,さる,猴子，猿猴,n3
塩辛い,しおからい,咸,n3
往復,おうふく,往返，来回；来往,n3
応用,おうよう,应用，运用,n3
押さえる,おさえる,按住；捂住；抓住,n3
屋根,やね,屋顶，房顶,n3
下ろす,おろす,拿下；卸下,n3
化粧,けしょう,化妆；装饰，装潢,n3
何とか,なんとか,想办法；费了好大劲终于，勉强,n3
価値,かち,价值,n3
加える,くわえる,加上；加入一伙；施加,n3
家賃,やちん,房租,n3
科目,かもく,科目，学科,n3
歌手,かしゅ,歌手,n3
火災,かさい,火灾,n3
稼ぐ,かせぐ,赚钱；争取，获得,n3
花火,はなび,焰火，花火,n3
課,か,科；课,n3
我慢,がまん,忍耐，忍受,n3
会員,かいいん,会员,n3
解く,とく,解开；解答,n3
解ける,とける,松了；（情绪等）缓解；解开,n3
怪しい,あやしい,奇怪的，可疑的；靠不住的，令人怀疑的,n3
悔しい,くやしい,令人懊悔，不甘心,n3
懐かしい,なつかしい,留恋的，怀念的,n3
改札口,かいさつぐち,检票口,n3
絵葉書,えはがき,美术明信片,n3
外出,がいしゅつ,外出,n3
蓋,ふた,盖子,n3
各駅停車,かくえきていしゃ,慢车，每站停车,n3
各国,かっこく,各国,n3
各地,かくち,各地,n3
確かめる,たしかめる,弄清，确认,n3
角,かく,方形；角度,n3
学科,がっか,专业，学科,n3
学期,がっき,学期,n3
学歴,がくれき,学历,n3
楽器,がっき,乐器,n3
割れる,われる,裂开，碎；分裂,n3
割引,わりびき,折扣，减价,n3
割合,わりあい,比例,n3
乾燥,かんそう,干燥,n3
勧める,すすめる,劝告；劝诱,n3
完成,かんせい,完成,n3
完全,かんぜん,完全，完整，完美,n3
完了,かんりょう,完结，完成,n3
干す,ほす,晒干，晾干,n3
感情,かんじょう,感情，情绪,n3
感想,かんそう,感想,n3
感動,かんどう,感动,n3
歓迎,かんげい,欢迎，款待,n3
汗,あせ,汗，汗水,n3
管理,かんり,管理，管辖,n3
緩い,ゆるい,肥大的；宽松的；和缓的,n3
間,ま,空隙；时间,n3
間隔,かんかく,间隔,n3
関する,かんする,与……有关，关于,n3
関わる,かかわる,关系到；有牵连；拘泥,n3
関心,かんしん,关心，感兴趣,n3
岩,いわ,岩石,n3
願う,ねがう,希望，祝愿；请求，拜托,n3
基礎,きそ,根基；基础,n3
基本,きほん,基本，基础,n3
期間,きかん,期间；期限,n3
期限,きげん,期限,n3
期末,きまつ,期末,n3
帰宅,きたく,回家,n3
気の毒,きのどく,可怜，悲惨,n3
記事,きじ,新闻，报道,n3
記入,きにゅう,填写,n3
記録,きろく,记载，记录,n3
輝く,かがやく,闪耀；充满；光荣,n3
疑う,うたがう,怀疑，不相信；猜疑，猜测,n3
休講,きゅうこう,停课,n3
居間,いま,起居室,n3
共通,きょうつう,共同,n3
禁止,きんし,禁止,n3
区別,くべつ,区别；辨别,n3
苦労,くろう,辛苦，艰苦，费事,n3
偶然,ぐうぜん,意想不到；偶然,n3
掘る,ほる,挖，挖掘,n3
経つ,たつ,（时间）流逝，过去,n3
経営,けいえい,经营，运营,n3
計算,けいさん,计算；考虑,n3
芸術,げいじゅつ,艺术,n3
決まり,きまり,规定；了结；惯例,n3
決心,けっしん,决心，决意,n3
穴,あな,洞；漏洞；亏空,n3
結ぶ,むすぶ,系，扎，结；结成，结合；缔结；连接,n3
結局,けっきょく,（发生了很多事情之后）最后还是,n3
血液,けつえき,血液,n3
月末,げつまつ,月底,n3
券,けん,票据，票,n3
嫌がる,いやがる,讨厌，不愿意,n3
建築,けんちく,建造；建筑物,n3
懸命,けんめい,竭尽全力,n3
検査,けんさ,检查；检验,n3
検討,けんとう,讨论，探讨研究,n3
見つめる,みつめる,凝视；关注,n3
見送る,みおくる,目送；送行；搁置,n3
見方,みかた,看法；见解,n3
原料,げんりょう,原料,n3
減らす,へらす,减少，削减,n3
減少,げんしょう,减少,n3
現れる,あらわれる,显现；出现,n3
現金,げんきん,现金,n3
個人,こじん,个人,n3
呼吸,こきゅう,呼吸,n3
固まる,かたまる,凝固；聚集到一起；稳固,n3
故郷,こきょう,故乡，家乡,n3
故障,こしょう,故障,n3
枯れる,かれる,凋零，枯萎,n3
互い,たがい,互相，相互；彼此,n3
語る,かたる,谈，讲述,n3
交換,こうかん,交换,n3
交流,こうりゅう,交流，往来；交流电,n3
公共,こうきょう,公共,n3
向かい,むかい,对面，正对面,n3
向く,むく,朝；适合,n3
向ける,むける,向，对；派遣,n3
広がる,ひろがる,（面积）扩大；（范围）扩大，蔓延,n3
広げる,ひろげる,扩大（物理上的面积）；扩大（范围）,n3
慌てる,あわてる,惊慌；急忙,n3
絞る,しぼる,拧；绞尽脑汁；缩小（范围）,n3
高速,こうそく,高速；（「高速道路」の略）高速公路,n3
合計,ごうけい,总计,n3
合図,あいず,信号；暗号,n3
国立,こくりつ,国立,n3
