word,phonetic,translation,tag
浴びる,あびる,淋，沐浴；晒，照,n5
いつか,いつか,（指未来）总有一天，早晚；（指过去）曾经；不知不觉,n5
エレベーター,elevator,电梯，升降电梯,n5
せい,せい,（不好结果的）原因,n5
ソファー,sofa,沙发,n5
どうか,どうか,请多加；总算，设法；不知为何，不正常,n5
ピザ,(イ) pizza,比萨,n5
メモ,memo,笔记；做笔记,n5
もしも,もしも,万一，倘若,n5
リボン,ribbon,丝带，发带,n5
覚える,おぼえる,记住；掌握；感到,n5
八百屋,やおや,蔬菜水果店,n5
曜日,ようび,星期,n5
〜口,〜くち,……口；股，份,n5
手,しゅ,（负责某项工作的人）……员,n5
心,しん,……心,n5
先,さき,动作所及的对象或地点,n5
〜足,〜そく,……双,n5
あと,あと,还有，另外,n5
お子さん,おこさん,您孩子，令郎，令爱,n5
お昼,おひる,中午；午饭,n5
こういう,こういう,这种，这样,n5
よる,よる,由于；根据；取决于,n5
右手,みぎて,右手；右侧,n5
右側,みぎがわ,右边，右侧,n5
牛,うし,牛,n5
左側,ひだりがわ,左边，左侧,n5
最も,もっとも,最，第一,n5
週間,しゅうかん,周，星期,n5
ほか,ほか,其他；别处,n5
南側,みなみがわ,朝南一侧,n5
携帯,けいたい,携带，随身带着；（「携帯電話」の略）手机,n5
行き,ゆき,去；方向,n5
借り,かり,借款，欠债，赊账；欠人情,n5
よろしく,よろしく,适当地；请关照,n5
下さい,ください,请给（我）；请……,n5
より,より,与……相比,n5
一,いち,一；第一；最初；全部,n5
九,きゅう,九,n5
五,ご,五,n5
三,さん,三,n5
四,よん,四,n5
七,なな,七,n5
十,じゅう,十,n5
大好き,だいすき,非常喜欢,n5
二,に,二,n5
おばさん,おばさん,婶婶，阿姨；对其他成年女性的昵称,n5
八,はち,八,n5
六,ろく,六,n5
みそ,みそ,酱，味噌,n5
〜年,〜ねん,……年,n5
〜人,〜じん,（用来根据职业、国籍、出身地等称呼他人的词语）……人,n5
速い,はやい,快的，迅速的,n5
二月,にがつ,二月,n5
三月,さんがつ,三月,n5
四月,しがつ,四月,n5
五月,ごがつ,五月,n5
六月,ろくがつ,六月,n5
七月,しちがつ,七月,n5
八月,はちがつ,八月,n5
九月,くがつ,九月,n5
十月,じゅうがつ,十月,n5
十一月,じゅういちがつ,十一月,n5
十二月,じゅうにがつ,十二月,n5
どういう,どういう,什么样的，怎么样的,n5
何も,なにも,什么（也不）；（不）特别,n5
ごめんなさい,ごめんなさい,对不起，抱歉,n5
何度,なんど,多少次，几次；多少度，几度,n5
ありがとう,ありがとう,谢谢,n5
母,はは,母，母亲，妈妈,n5
すみません,すみません,对不起，抱歉；麻烦你，不好意思；请问，问一下,n5
お願い,おねがい,求，请求,n5
何回,なんかい,几次，多少次,n5
こんにちは,こんにちは,你好，您好,n5
何人,なんにん,多少人；几个人,n5
何年,なんねん,多少年，几年；哪一年,n5
おはよう,おはよう,早上好,n5
さようなら,さようなら,再见，告别,n5
こんばんは,こんばんは,晚上好,n5
何日,なんにち,多少天，几天；几号，哪一天,n5
初めまして,はじめまして,初次见面,n5
電話番号,でんわばんごう,电话号码,n5
いちご,いちご,草莓,n5
外国語,がいこくご,外语,n5
いらっしゃいませ,いらっしゃいませ,欢迎光临,n5
一月,いちがつ,一月,n5
おめでとう,おめでとう,恭喜,n5
スーパー,super,超级；（「スーパーマーケット」の略）超市,n5
どういたしまして,どういたしまして,不客气,n5
バス停,ばすてい,公共汽车站,n5
十,とお,十；十个；十岁,n5
